ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,STATE,COUNTRY,PRODUCTLINEID
10159,25,100,4,3638,Shipped,4,10,2003,Classic Cars,146,S18_3482,Corporate Gift Ideas Co.,San Francisco,CA,USA,2
10276,30,100,5,3924.6,Shipped,3,8,2004,Classic Cars,146,S18_3482,Online Mini Collectables,Brickhaven,MA,USA,2
10390,50,100,1,7397,Shipped,1,3,2005,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10109,47,100,2,6241.6,Shipped,1,3,2003,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10172,48,100,8,5493.12,Shipped,4,11,2003,Classic Cars,141,S18_3685,Gift Depot Inc.,Bridgewater,CT,USA,2
10192,45,100,9,5340.6,Shipped,4,11,2003,Classic Cars,141,S18_3685,Online Diecast Creations Co.,Nashua,NH,USA,2
10204,35,100,15,5735.8,Shipped,4,12,2003,Classic Cars,141,S18_3685,Muscle Machine Inc,NYC,NY,USA,2
10226,46,100,6,7343.9,Shipped,1,2,2004,Classic Cars,141,S18_3685,Collectable Mini Designs Co.,San Diego,CA,USA,2
10278,31,100,4,4116.8,Shipped,3,8,2004,Classic Cars,141,S18_3685,Signal Gift Stores,Las Vegas,NV,USA,2
10321,28,100,8,4232.76,Shipped,4,11,2004,Classic Cars,141,S18_3685,FunGiftIdeas.com,New Bedford,MA,USA,2
10331,26,67.91,12,1765.66,Shipped,4,11,2004,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,Philadelphia,PA,USA,2
10135,45,50.36,13,2266.2,Shipped,3,7,2003,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,1
10146,47,67.14,2,3155.58,Shipped,3,9,2003,Motorcycles,62,S18_3782,Gift Ideas Corp.,Glendale,CT,USA,1
10159,21,64.66,8,1357.86,Shipped,4,10,2003,Motorcycles,62,S18_3782,Corporate Gift Ideas Co.,San Francisco,CA,USA,1
10237,26,52.22,1,1357.72,Shipped,2,4,2004,Motorcycles,62,S18_3782,Vitachrome Inc.,NYC,NY,USA,1
10264,48,54.71,3,2626.08,Shipped,2,6,2004,Motorcycles,62,S18_3782,Gifts4AllAges.com,Boston,MA,USA,1
10276,33,50.36,9,1661.88,Shipped,3,8,2004,Motorcycles,62,S18_3782,Online Mini Collectables,Brickhaven,MA,USA,1
10319,44,59.06,4,2598.64,Shipped,4,11,2004,Motorcycles,62,S18_3782,Microscale Inc.,NYC,NY,USA,1
10390,36,100,2,5079.96,Shipped,1,3,2005,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,1
10130,33,100,1,3423.75,Shipped,2,6,2003,Vintage Cars,105,S18_3856,Auto-Moto Classics Inc.,Brickhaven,MA,USA,3
10143,34,100,12,3455.76,Shipped,3,8,2003,Vintage Cars,105,S18_3856,Mini Creations Ltd.,New Bedford,MA,USA,3
10209,20,100,5,2498.6,Shipped,1,1,2004,Vintage Cars,105,S18_3856,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,USA,3
10222,45,85.75,9,3858.75,Shipped,1,2,2004,Vintage Cars,105,S18_3856,Collectable Mini Designs Co.,San Diego,CA,USA,3
10249,46,100,5,5600.5,Shipped,2,5,2004,Vintage Cars,105,S18_3856,Cambridge Collectables Co.,Cambridge,MA,USA,3
10307,48,86.81,6,4166.88,Shipped,4,10,2004,Vintage Cars,105,S18_3856,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,3
10400,58,100,6,7307.42,Shipped,2,4,2005,Vintage Cars,105,S18_3856,The Sharp Gifts Warehouse,San Jose,CA,USA,3
10127,25,100,5,3447,Shipped,2,6,2003,Classic Cars,143,S18_4027,Muscle Machine Inc,NYC,NY,USA,2
10142,24,100,15,3791.52,Shipped,3,8,2003,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10185,39,100,16,5096.91,Shipped,4,11,2003,Classic Cars,143,S18_4027,Mini Creations Ltd.,New Bedford,MA,USA,2
10196,27,100,8,4537.08,Shipped,4,11,2003,Classic Cars,143,S18_4027,Super Scale Inc.,New Haven,CT,USA,2
10207,40,100,1,6146.8,Shipped,4,12,2003,Classic Cars,143,S18_4027,Diecast Collectables,Boston,MA,USA,2
10272,25,100,5,3734,Shipped,3,7,2004,Classic Cars,143,S18_4027,Diecast Classics Inc.,Allentown,PA,USA,2
10282,31,100,8,4674.8,Shipped,3,8,2004,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10292,44,100,2,7140.76,Shipped,3,9,2004,Classic Cars,143,S18_4027,Land of Toys Inc.,NYC,NY,USA,2
10324,49,100,13,5379.71,Shipped,4,11,2004,Classic Cars,143,S18_4027,Vitachrome Inc.,NYC,NY,USA,2
10337,36,100,3,5679.36,Shipped,4,11,2004,Classic Cars,143,S18_4027,Classic Legends Inc.,NYC,NY,USA,2
10349,34,100,5,4394.84,Shipped,4,12,2004,Classic Cars,143,S18_4027,Muscle Machine Inc,NYC,NY,USA,2
10413,49,100,5,6896.75,Shipped,2,5,2005,Classic Cars,143,S18_4027,Gift Depot Inc.,Bridgewater,CT,USA,2
10100,22,86.51,4,1903.22,Shipped,1,1,2003,Vintage Cars,92,S18_4409,Online Diecast Creations Co.,Nashua,NH,USA,3
10124,36,85.59,7,3081.24,Shipped,2,5,2003,Vintage Cars,92,S18_4409,Signal Gift Stores,Las Vegas,NV,USA,3
10162,39,100,10,3912.09,Shipped,4,10,2003,Vintage Cars,92,S18_4409,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10182,36,100,11,3942.72,Shipped,4,11,2003,Vintage Cars,92,S18_4409,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10204,29,85.59,5,2482.11,Shipped,4,12,2003,Vintage Cars,92,S18_4409,Muscle Machine Inc,NYC,NY,USA,3
10142,24,70.22,7,1685.28,Shipped,3,8,2003,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10166,26,73.73,1,1916.98,Shipped,4,10,2003,Vintage Cars,87,S18_4522,FunGiftIdeas.com,New Bedford,MA,USA,3
10185,47,77.24,8,3630.28,Shipped,4,11,2003,Vintage Cars,87,S18_4522,Mini Creations Ltd.,New Bedford,MA,USA,3
10337,29,100,2,4498.19,Shipped,4,11,2004,Vintage Cars,87,S18_4522,Classic Legends Inc.,NYC,NY,USA,3
10396,45,100,5,4739.4,Shipped,1,3,2005,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10140,40,100,5,4601.2,Shipped,3,7,2003,Trucks and Buses,121,S18_4600,Technics Stores Inc.,Burlingame,CA,USA,3
10183,21,100,2,2441.04,Shipped,4,11,2003,Trucks and Buses,121,S18_4600,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,3
10207,47,100,16,6658.02,Shipped,4,12,2003,Trucks and Buses,121,S18_4600,Diecast Collectables,Boston,MA,USA,3
10229,41,100,10,4716.23,Shipped,1,3,2004,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10245,21,100,3,2390.22,Shipped,2,5,2004,Trucks and Buses,121,S18_4600,Super Scale Inc.,New Haven,CT,USA,3
10281,25,99.29,10,2482.25,Shipped,3,8,2004,Trucks and Buses,121,S18_4600,Diecast Classics Inc.,Allentown,PA,USA,3
10305,22,99.29,14,2184.38,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,Marta's Replicas Co.,Cambridge,MA,USA,3
10357,28,100,2,3559.64,Shipped,4,12,2004,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10382,39,100,1,4890.6,Shipped,1,2,2005,Trucks and Buses,121,S18_4600,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10113,50,49.81,3,2490.5,Shipped,1,3,2003,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10140,29,43.27,9,1254.83,Shipped,3,7,2003,Vintage Cars,50,S18_4668,Technics Stores Inc.,Burlingame,CA,USA,3
10183,40,49.3,6,1972,Shipped,4,11,2003,Vintage Cars,50,S18_4668,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,3
10215,46,45.28,1,2082.88,Shipped,1,1,2004,Vintage Cars,50,S18_4668,West Coast Collectables Co.,Burbank,CA,USA,3
10229,39,40.25,14,1569.75,Shipped,1,3,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10245,45,59.87,7,2694.15,Shipped,2,5,2004,Vintage Cars,50,S18_4668,Super Scale Inc.,New Haven,CT,USA,3
10281,44,59.87,14,2634.28,Shipped,3,8,2004,Vintage Cars,50,S18_4668,Diecast Classics Inc.,Allentown,PA,USA,3
10312,39,56.85,1,2217.15,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10324,38,100,6,6832.02,Shipped,4,11,2004,Vintage Cars,50,S18_4668,Vitachrome Inc.,NYC,NY,USA,3
10333,24,79.86,8,1916.64,Shipped,4,11,2004,Vintage Cars,50,S18_4668,Mini Wheels Co.,San Francisco,CA,USA,3
10382,39,100,2,7827.3,Shipped,1,2,2005,Vintage Cars,50,S18_4668,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10135,31,100,12,4705.18,Shipped,3,7,2003,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10146,29,100,1,4444.54,Shipped,3,9,2003,Classic Cars,148,S18_4721,Gift Ideas Corp.,Glendale,CT,USA,2
10159,32,100,7,4618.88,Shipped,4,10,2003,Classic Cars,148,S18_4721,Corporate Gift Ideas Co.,San Francisco,CA,USA,2
10264,20,100,2,2410.6,Shipped,2,6,2004,Classic Cars,148,S18_4721,Gifts4AllAges.com,Boston,MA,USA,2
10276,48,100,8,5713.92,Shipped,3,8,2004,Classic Cars,148,S18_4721,Online Mini Collectables,Brickhaven,MA,USA,2
10319,45,100,3,7901.1,Shipped,4,11,2004,Classic Cars,148,S18_4721,Microscale Inc.,NYC,NY,USA,2
10390,49,100,3,6862.94,Shipped,1,3,2005,Classic Cars,148,S18_4721,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10124,23,57.73,8,1327.79,Shipped,2,5,2003,Classic Cars,71,S18_4933,Signal Gift Stores,Las Vegas,NV,USA,2
10182,44,69.84,12,3072.96,Shipped,4,11,2003,Classic Cars,71,S18_4933,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10204,45,76.26,6,3431.7,Shipped,4,12,2003,Classic Cars,71,S18_4933,Muscle Machine Inc,NYC,NY,USA,2
10267,36,75.55,1,2719.8,Shipped,3,7,2004,Classic Cars,71,S18_4933,Muscle Machine Inc,NYC,NY,USA,2
10124,22,77.9,12,1713.8,Shipped,2,5,2003,Classic Cars,73,S24_1046,Signal Gift Stores,Las Vegas,NV,USA,2
10172,32,75.69,3,2422.08,Shipped,4,11,2003,Classic Cars,73,S24_1046,Gift Depot Inc.,Bridgewater,CT,USA,2
10182,47,74.22,16,3488.34,Shipped,4,11,2003,Classic Cars,73,S24_1046,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10192,37,69.82,4,2583.34,Shipped,4,11,2003,Classic Cars,73,S24_1046,Online Diecast Creations Co.,Nashua,NH,USA,2
10204,20,62.47,10,1249.4,Shipped,4,12,2003,Classic Cars,73,S24_1046,Muscle Machine Inc,NYC,NY,USA,2
10226,21,60.26,1,1265.46,Shipped,1,2,2004,Classic Cars,73,S24_1046,Collectable Mini Designs Co.,San Diego,CA,USA,2
10267,40,80.1,5,3204,Shipped,3,7,2004,Classic Cars,73,S24_1046,Muscle Machine Inc,NYC,NY,USA,2
10321,30,70.55,3,2116.5,Shipped,4,11,2004,Classic Cars,73,S24_1046,FunGiftIdeas.com,New Bedford,MA,USA,2
10115,47,69.36,2,3259.92,Shipped,2,4,2003,Classic Cars,57,S24_1444,Classic Legends Inc.,NYC,NY,USA,2
10127,20,60.69,8,1213.8,Shipped,2,6,2003,Classic Cars,57,S24_1444,Muscle Machine Inc,NYC,NY,USA,2
10195,44,66.47,3,2924.68,Shipped,4,11,2003,Classic Cars,57,S24_1444,Mini Classics,White Plains,NY,USA,2
10207,49,46.82,4,2294.18,Shipped,4,12,2003,Classic Cars,57,S24_1444,Diecast Collectables,Boston,MA,USA,2
10271,45,64.74,2,2913.3,Shipped,3,7,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10282,29,46.82,11,1357.78,Shipped,3,8,2004,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10292,40,53.75,5,2150,Shipped,3,9,2004,Classic Cars,57,S24_1444,Land of Toys Inc.,NYC,NY,USA,2
10305,45,61.85,2,2783.25,Shipped,4,10,2004,Classic Cars,57,S24_1444,Marta's Replicas Co.,Cambridge,MA,USA,2
10324,25,69.16,14,1729,Shipped,4,11,2004,Classic Cars,57,S24_1444,Vitachrome Inc.,NYC,NY,USA,2
10349,48,47.4,4,2275.2,Shipped,4,12,2004,Classic Cars,57,S24_1444,Muscle Machine Inc,NYC,NY,USA,2
10371,25,97.27,12,2431.75,Shipped,1,1,2005,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10107,25,100,3,2845.75,Shipped,1,2,2003,Motorcycles,112,S24_1578,Land of Toys Inc.,NYC,NY,USA,1
10145,43,95.8,7,4119.4,Shipped,3,8,2003,Motorcycles,112,S24_1578,Toys4GrownUps.com,Pasadena,CA,USA,1
10159,44,100,15,5355.68,Shipped,4,10,2003,Motorcycles,112,S24_1578,Corporate Gift Ideas Co.,San Francisco,CA,USA,1
10168,50,100,2,5747.5,Shipped,4,10,2003,Motorcycles,112,S24_1578,Technics Stores Inc.,Burlingame,CA,USA,1
10201,39,100,3,4351.23,Shipped,4,12,2003,Motorcycles,112,S24_1578,Mini Wheels Co.,San Francisco,CA,USA,1
10237,20,100,8,2299,Shipped,2,4,2004,Motorcycles,112,S24_1578,Vitachrome Inc.,NYC,NY,USA,1
10251,26,100,3,2637.18,Shipped,2,5,2004,Motorcycles,112,S24_1578,Tekni Collectables Inc.,Newark,NJ,USA,1
10263,42,100,3,4307.52,Shipped,2,6,2004,Motorcycles,112,S24_1578,Gift Depot Inc.,Bridgewater,CT,USA,1
10285,34,100,7,3716.88,Shipped,3,8,2004,Motorcycles,112,S24_1578,Marta's Replicas Co.,Cambridge,MA,USA,1
10318,48,100,2,6437.28,Shipped,4,11,2004,Motorcycles,112,S24_1578,Diecast Classics Inc.,Allentown,PA,USA,1
10329,30,87.78,7,2633.4,Shipped,4,11,2004,Motorcycles,112,S24_1578,Land of Toys Inc.,NYC,NY,USA,1
10362,50,96.92,2,4846,Shipped,1,1,2005,Motorcycles,112,S24_1578,Technics Stores Inc.,Burlingame,CA,USA,1
10172,34,42.76,5,1453.84,Shipped,4,11,2003,Classic Cars,50,S24_1628,Gift Depot Inc.,Bridgewater,CT,USA,2
10192,47,53.83,6,2530.01,Shipped,4,11,2003,Classic Cars,50,S24_1628,Online Diecast Creations Co.,Nashua,NH,USA,2
10204,45,49.81,12,2241.45,Shipped,4,12,2003,Classic Cars,50,S24_1628,Muscle Machine Inc,NYC,NY,USA,2
10226,36,43.27,3,1557.72,Shipped,1,2,2004,Classic Cars,50,S24_1628,Collectable Mini Designs Co.,San Diego,CA,USA,2
10278,35,45.28,1,1584.8,Shipped,3,8,2004,Classic Cars,50,S24_1628,Signal Gift Stores,Las Vegas,NV,USA,2
10321,48,42.26,5,2028.48,Shipped,4,11,2004,Classic Cars,50,S24_1628,FunGiftIdeas.com,New Bedford,MA,USA,2
10145,40,87.54,16,3501.6,Shipped,3,8,2003,Planes,109,S24_1785,Toys4GrownUps.com,Pasadena,CA,USA,4
10168,49,100,11,6433.7,Shipped,4,10,2003,Planes,109,S24_1785,Technics Stores Inc.,Burlingame,CA,USA,4
10250,31,88.63,6,2747.53,Shipped,2,5,2004,Planes,109,S24_1785,The Sharp Gifts Warehouse,San Jose,CA,USA,4
10308,31,100,9,3493.7,Shipped,4,10,2004,Planes,109,S24_1785,Mini Classics,White Plains,NY,USA,4
10353,28,71.73,2,2008.44,Shipped,4,12,2004,Planes,109,S24_1785,Gift Ideas Corp.,Glendale,CT,USA,4
10124,45,37.84,2,1702.8,Shipped,2,5,2003,Vintage Cars,33,S24_1937,Signal Gift Stores,Las Vegas,NV,USA,3
10149,36,33.19,7,1194.84,Shipped,3,9,2003,Vintage Cars,33,S24_1937,Signal Collectibles Ltd.,Brisbane,CA,USA,3
10162,37,27.22,5,1007.14,Shipped,4,10,2003,Vintage Cars,33,S24_1937,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10182,39,36.84,6,1436.76,Shipped,4,11,2003,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10243,33,29.54,1,974.82,Shipped,2,4,2004,Vintage Cars,33,S24_1937,Diecast Collectables,Boston,MA,USA,3
10312,39,29.54,13,1152.06,Shipped,4,10,2004,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10322,20,100,3,2624,Shipped,4,11,2004,Vintage Cars,33,S24_1937,Online Diecast Creations Co.,Nashua,NH,USA,3
10107,38,83.03,7,3155.14,Shipped,1,2,2003,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,NY,USA,1
10145,47,83.03,11,3902.41,Shipped,3,8,2003,Motorcycles,76,S24_2000,Toys4GrownUps.com,Pasadena,CA,USA,1
10168,29,75.41,6,2186.89,Shipped,4,10,2003,Motorcycles,76,S24_2000,Technics Stores Inc.,Burlingame,CA,USA,1
10201,25,73.88,7,1847,Shipped,4,12,2003,Motorcycles,76,S24_2000,Mini Wheels Co.,San Francisco,CA,USA,1
10236,36,87.6,3,3153.6,Shipped,2,4,2004,Motorcycles,76,S24_2000,Motor Mint Distributors Inc.,Philadelphia,PA,USA,1
10250,32,87.6,1,2803.2,Shipped,2,5,2004,Motorcycles,76,S24_2000,The Sharp Gifts Warehouse,San Jose,CA,USA,1
10263,37,62.46,7,2311.02,Shipped,2,6,2004,Motorcycles,76,S24_2000,Gift Depot Inc.,Bridgewater,CT,USA,1
10285,39,70.08,11,2733.12,Shipped,3,8,2004,Motorcycles,76,S24_2000,Marta's Replicas Co.,Cambridge,MA,USA,1
10308,47,63.22,4,2971.34,Shipped,4,10,2004,Motorcycles,76,S24_2000,Mini Classics,White Plains,NY,USA,1
10318,26,86.83,6,2257.58,Shipped,4,11,2004,Motorcycles,76,S24_2000,Diecast Classics Inc.,Allentown,PA,USA,1
10329,37,94.43,4,3493.91,Shipped,4,11,2004,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,NY,USA,1
10142,33,100,6,3366,Shipped,3,8,2003,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,5
10185,30,100,7,3170.7,Shipped,4,11,2003,Ships,122,S24_2011,Mini Creations Ltd.,New Bedford,MA,USA,5
10337,29,71.97,4,2087.13,Shipped,4,11,2004,Ships,122,S24_2011,Classic Legends Inc.,NYC,NY,USA,5
10384,28,80.54,3,2255.12,Shipped,1,2,2005,Ships,122,S24_2011,Corporate Gift Ideas Co.,San Francisco,CA,USA,5
10396,49,100,6,5720.75,Shipped,1,3,2005,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,5
10124,22,45.25,1,995.5,Shipped,2,5,2003,Vintage Cars,44,S24_2022,Signal Gift Stores,Las Vegas,NV,USA,3
10149,49,49.28,6,2414.72,Shipped,3,9,2003,Vintage Cars,44,S24_2022,Signal Collectibles Ltd.,Brisbane,CA,USA,3
10162,43,36.29,4,1560.47,Shipped,4,10,2003,Vintage Cars,44,S24_2022,Corporate Gift Ideas Co.,San Francisco,CA,USA,3
10182,31,36.74,5,1138.94,Shipped,4,11,2003,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10312,23,37.63,12,865.49,Shipped,4,10,2004,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10322,30,100,4,3500.1,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Online Diecast Creations Co.,Nashua,NH,USA,3
10140,47,100,1,5105.14,Shipped,3,7,2003,Trucks and Buses,127,S24_2300,Technics Stores Inc.,Burlingame,CA,USA,3
10207,46,100,12,6819.04,Shipped,4,12,2003,Trucks and Buses,127,S24_2300,Diecast Collectables,Boston,MA,USA,3
10229,48,100,6,5704.32,Shipped,1,3,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10271,43,100,10,5605.05,Shipped,3,7,2004,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10281,25,100,6,2779.5,Shipped,3,8,2004,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,Allentown,PA,USA,3
10305,24,100,10,3189.6,Shipped,4,10,2004,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,Cambridge,MA,USA,3
10324,31,100,2,3820.44,Shipped,4,11,2004,Trucks and Buses,127,S24_2300,Vitachrome Inc.,NYC,NY,USA,3
10371,20,100,5,3449.4,Shipped,1,1,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10382,20,100,3,2654.4,Shipped,1,2,2005,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,3
10135,29,61.64,16,1787.56,Shipped,3,7,2003,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,1
10145,27,60.95,3,1645.65,Shipped,3,8,2003,Motorcycles,69,S24_2360,Toys4GrownUps.com,Pasadena,CA,USA,1
10159,27,80.34,11,2169.18,Shipped,4,10,2003,Motorcycles,69,S24_2360,Corporate Gift Ideas Co.,San Francisco,CA,USA,1
10237,26,79.65,4,2070.9,Shipped,2,4,2004,Motorcycles,69,S24_2360,Vitachrome Inc.,NYC,NY,USA,1
10264,37,65.1,6,2408.7,Shipped,2,6,2004,Motorcycles,69,S24_2360,Gifts4AllAges.com,Boston,MA,USA,1
10276,46,75.49,12,3472.54,Shipped,3,8,2004,Motorcycles,69,S24_2360,Online Mini Collectables,Brickhaven,MA,USA,1
10285,38,59.56,3,2263.28,Shipped,3,8,2004,Motorcycles,69,S24_2360,Marta's Replicas Co.,Cambridge,MA,USA,1
10319,31,81.73,7,2533.63,Shipped,4,11,2004,Motorcycles,69,S24_2360,Microscale Inc.,NYC,NY,USA,1
10390,35,65.13,4,2279.55,Shipped,1,3,2005,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,1
10124,32,72.7,10,2326.4,Shipped,2,5,2003,Classic Cars,90,S24_2766,Signal Gift Stores,Las Vegas,NV,USA,2
10172,22,74.51,1,1639.22,Shipped,4,11,2003,Classic Cars,90,S24_2766,Gift Depot Inc.,Bridgewater,CT,USA,2
10182,36,73.6,14,2649.6,Shipped,4,11,2003,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10192,46,83.6,2,3845.6,Shipped,4,11,2003,Classic Cars,90,S24_2766,Online Diecast Creations Co.,Nashua,NH,USA,2
10204,47,96.32,8,4527.04,Shipped,4,12,2003,Classic Cars,90,S24_2766,Muscle Machine Inc,NYC,NY,USA,2
10267,38,87.24,3,3315.12,Shipped,3,7,2004,Classic Cars,90,S24_2766,Muscle Machine Inc,NYC,NY,USA,2
10321,30,72.7,1,2181,Shipped,4,11,2004,Classic Cars,90,S24_2766,FunGiftIdeas.com,New Bedford,MA,USA,2
10346,25,100,1,2876.75,Shipped,4,11,2004,Classic Cars,90,S24_2766,Signal Gift Stores,Las Vegas,NV,USA,2
10368,40,100,2,4107.2,Shipped,1,1,2005,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10127,39,38.19,12,1489.41,Shipped,2,6,2003,Classic Cars,35,S24_2840,Muscle Machine Inc,NYC,NY,USA,2
10195,32,28.29,7,905.28,Shipped,4,11,2003,Classic Cars,35,S24_2840,Mini Classics,White Plains,NY,USA,2
10207,42,29.7,8,1247.4,Shipped,4,12,2003,Classic Cars,35,S24_2840,Diecast Collectables,Boston,MA,USA,2
10219,21,40.31,3,846.51,Shipped,1,2,2004,Classic Cars,35,S24_2840,Signal Collectibles Ltd.,Brisbane,CA,USA,2
10229,33,32.88,2,1085.04,Shipped,1,3,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10271,38,41.72,6,1585.36,Shipped,3,7,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10281,20,40.66,2,813.2,Shipped,3,8,2004,Classic Cars,35,S24_2840,Diecast Classics Inc.,Allentown,PA,USA,2
10292,39,30.06,9,1172.34,Shipped,3,9,2004,Classic Cars,35,S24_2840,Land of Toys Inc.,NYC,NY,USA,2
10305,48,31.47,6,1510.56,Shipped,4,10,2004,Classic Cars,35,S24_2840,Marta's Replicas Co.,Cambridge,MA,USA,2
10324,30,100,9,3338.1,Shipped,4,11,2004,Classic Cars,35,S24_2840,Vitachrome Inc.,NYC,NY,USA,2
10335,33,37.13,2,1225.29,Shipped,4,11,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10349,36,37.13,3,1336.68,Shipped,4,12,2004,Classic Cars,35,S24_2840,Muscle Machine Inc,NYC,NY,USA,2
10371,45,100,8,5545.8,Shipped,1,1,2005,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10131,35,67.14,5,2349.9,Shipped,2,6,2003,Planes,68,S24_2841,Gift Ideas Corp.,Glendale,CT,USA,4
10143,27,60.97,8,1646.19,Shipped,3,8,2003,Planes,68,S24_2841,Mini Creations Ltd.,New Bedford,MA,USA,4
10209,43,82.21,1,3535.03,Shipped,1,1,2004,Planes,68,S24_2841,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,USA,4
10222,32,81.53,5,2608.96,Shipped,1,2,2004,Planes,68,S24_2841,Collectable Mini Designs Co.,San Diego,CA,USA,4
10249,20,67.82,1,1356.4,Shipped,2,5,2004,Planes,68,S24_2841,Cambridge Collectables Co.,Cambridge,MA,USA,4
10274,40,65.08,2,2603.2,Shipped,3,7,2004,Planes,68,S24_2841,Collectables For Less Inc.,Brickhaven,MA,USA,4
10307,25,75.36,2,1884,Shipped,4,10,2004,Planes,68,S24_2841,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,4
10400,24,61.66,2,1479.84,Shipped,2,4,2005,Planes,68,S24_2841,The Sharp Gifts Warehouse,San Jose,CA,USA,4
10124,25,93.95,9,2348.75,Shipped,2,5,2003,Classic Cars,117,S24_2887,Signal Gift Stores,Las Vegas,NV,USA,2
10182,20,100,13,2395.8,Shipped,4,11,2003,Classic Cars,117,S24_2887,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,2
10192,23,100,1,3052.33,Shipped,4,11,2003,Classic Cars,117,S24_2887,Online Diecast Creations Co.,Nashua,NH,USA,2
10204,42,100,7,4242,Shipped,4,12,2003,Classic Cars,117,S24_2887,Muscle Machine Inc,NYC,NY,USA,2
